skills,interests,education,recommended_career
"spark, kubernetes, deep learning",,bachelor,ml ops engineer
"java, kubernetes, tableau",,master,machine learning engineer
"python, tensorflow, docker, r, computer vision",,phd,ml ops engineer
"aws, mlops, gcp, mathematics",,bachelor,ai research scientist
"scala, git, kubernetes, pytorch, python",,phd,head of ai
"aws, statistics, nlp, tableau",,bachelor,data analyst
"computer vision, pytorch, python, azure, aws",,bachelor,machine learning researcher
"aws, r, statistics, pytorch",,phd,ai software engineer
"python, hadoop, git, tensorflow",,bachelor,data analyst
"python, sql, aws, computer vision",,bachelor,machine learning researcher
"computer vision, docker, r",,master,data scientist
"linux, git, computer vision, hadoop, java",,phd,data scientist
"r, statistics, nlp, spark",,associate,ai product manager
"java, hadoop, nlp",,associate,machine learning researcher
"linux, azure, mathematics, sql, hadoop",,phd,deep learning engineer
"scala, computer vision, linux, python, kubernetes",,associate,ai software engineer
"kubernetes, git, r, pytorch",,associate,ai architect
"linux, mlops, data visualization, python, nlp",,associate,head of ai
"r, linux, deep learning",,associate,data analyst
"git, scala, statistics, mlops, sql",,master,ai architect
"java, linux, mathematics, azure, scala",,associate,data engineer
"tableau, pytorch, git, python, linux",,bachelor,autonomous systems engineer
"aws, java, azure",,bachelor,nlp engineer
"spark, kubernetes, gcp, tableau",,associate,ai specialist
"hadoop, linux, kubernetes",,associate,principal data scientist
"linux, docker, r, mathematics",,master,ai software engineer
"pytorch, tensorflow, mathematics, java, spark",,master,robotics engineer
"scala, tableau, deep learning",,master,ai architect
"pytorch, sql, aws, docker",,master,ml ops engineer
"r, gcp, mathematics",,associate,computer vision engineer
"tableau, tensorflow, nlp, sql",,bachelor,data analyst
"python, tensorflow, kubernetes, hadoop, docker",,bachelor,data engineer
"kubernetes, tensorflow, mathematics, aws, pytorch",,bachelor,principal data scientist
"spark, java, docker, gcp, statistics",,master,robotics engineer
"r, linux, java",,bachelor,machine learning researcher
"gcp, java, tableau, statistics",,associate,data engineer
"statistics, python, nlp",,associate,data analyst
"docker, spark, r, mlops, azure",,associate,data scientist
"sql, gcp, docker, computer vision, hadoop",,master,computer vision engineer
"r, python, computer vision",,phd,principal data scientist
"linux, java, python, kubernetes, deep learning",,bachelor,ai consultant
"java, gcp, aws",,phd,data analyst
"tensorflow, linux, computer vision",,associate,data scientist
"pytorch, tableau, scala",,bachelor,research scientist
"python, git, r, tensorflow, statistics",,associate,machine learning researcher
"azure, java, gcp, tensorflow, mlops",,associate,machine learning engineer
"sql, java, mathematics, pytorch",,bachelor,data analyst
"scala, azure, pytorch, sql",,bachelor,principal data scientist
"r, git, python, nlp, tensorflow",,master,machine learning researcher
"kubernetes, scala, spark",,associate,ai consultant
"python, nlp, tensorflow, git, java",,master,principal data scientist
"r, computer vision, python, kubernetes, mlops",,bachelor,ai research scientist
"linux, pytorch, python, hadoop",,bachelor,ai architect
"pytorch, gcp, sql, data visualization, tableau",,phd,data engineer
"tableau, r, git, data visualization, computer vision",,associate,ai product manager
"r, aws, azure, deep learning",,associate,deep learning engineer
"hadoop, sql, computer vision",,phd,ai consultant
"kubernetes, spark, gcp",,phd,data engineer
"python, linux, tensorflow, data visualization",,bachelor,autonomous systems engineer
"nlp, gcp, python, tableau",,associate,ai consultant
"computer vision, hadoop, python",,associate,robotics engineer
"git, linux, hadoop, gcp, kubernetes",,associate,head of ai
"hadoop, sql, python",,phd,ai research scientist
"r, hadoop, kubernetes, gcp",,phd,head of ai
"spark, linux, pytorch",,bachelor,ai product manager
"spark, java, tensorflow, statistics, aws",,phd,head of ai
"java, spark, mathematics, r",,associate,computer vision engineer
"r, tableau, sql",,associate,data analyst
"r, statistics, data visualization",,bachelor,ai product manager
"mathematics, tableau, gcp",,bachelor,ml ops engineer
"pytorch, nlp, java, mathematics",,bachelor,principal data scientist
"kubernetes, tensorflow, python",,phd,ai software engineer
"gcp, python, tensorflow, git, pytorch",,master,deep learning engineer
"git, kubernetes, r, nlp, deep learning",,master,ai architect
"statistics, azure, computer vision",,bachelor,ai research scientist
"gcp, scala, data visualization, spark, mathematics",,master,principal data scientist
"python, git, spark",,master,machine learning researcher
"hadoop, data visualization, git",,master,ai consultant
"linux, data visualization, python, deep learning",,associate,autonomous systems engineer
"scala, computer vision, linux, spark",,phd,computer vision engineer
"scala, data visualization, python, statistics",,phd,ai architect
"spark, aws, r, computer vision, pytorch",,phd,ml ops engineer
"sql, python, nlp, statistics, deep learning",,bachelor,data engineer
"azure, tableau, sql, git",,bachelor,autonomous systems engineer
"r, nlp, python, azure",,bachelor,ai architect
"python, sql, computer vision, statistics",,bachelor,ai consultant
"nlp, gcp, spark, linux",,associate,ai architect
"python, tensorflow, nlp, deep learning, mlops",,master,head of ai
"azure, sql, java, pytorch",,bachelor,ai specialist
"python, r, computer vision, hadoop",,master,ai specialist
"scala, kubernetes, azure, deep learning, sql",,bachelor,principal data scientist
"spark, data visualization, tensorflow, mathematics, azure",,master,machine learning researcher
"python, mathematics, nlp, tensorflow, spark",,bachelor,ai software engineer
"kubernetes, r, hadoop, azure",,associate,deep learning engineer
"hadoop, tableau, gcp, java",,associate,computer vision engineer
"python, tensorflow, docker, mathematics, java",,bachelor,robotics engineer
"aws, mlops, docker",,master,data scientist
"deep learning, kubernetes, tableau, python",,phd,ai software engineer
"kubernetes, tensorflow, sql, deep learning, hadoop",,associate,ai product manager
"java, scala, python",,phd,data engineer
"sql, pytorch, tableau, docker",,bachelor,data scientist
"gcp, nlp, aws, sql, kubernetes",,associate,nlp engineer
"gcp, data visualization, linux, computer vision, kubernetes",,associate,deep learning engineer
"mathematics, java, data visualization, r",,phd,ai research scientist
"kubernetes, gcp, mlops, statistics, git",,associate,ai architect
"r, scala, computer vision, mathematics, python",,master,ai specialist
"hadoop, sql, r, nlp, scala",,associate,ai consultant
"computer vision, kubernetes, mathematics",,phd,autonomous systems engineer
"computer vision, git, python, spark",,master,ml ops engineer
"sql, mathematics, mlops, statistics, azure",,phd,ai research scientist
"aws, python, tensorflow, nlp",,phd,data engineer
"hadoop, python, deep learning, linux, mathematics",,master,machine learning researcher
"linux, docker, r, git, aws",,phd,computer vision engineer
"scala, r, sql",,master,machine learning researcher
"java, sql, gcp",,phd,data engineer
"java, hadoop, tableau, statistics, spark",,master,machine learning researcher
"spark, java, pytorch, azure, linux",,associate,ai architect
"deep learning, hadoop, computer vision",,phd,ai product manager
"azure, java, aws, python",,associate,machine learning engineer
"aws, linux, r, nlp, docker",,bachelor,principal data scientist
"git, kubernetes, r, spark, deep learning",,phd,machine learning engineer
"deep learning, azure, data visualization",,associate,ml ops engineer
"python, docker, azure, aws",,phd,ai software engineer
"git, scala, computer vision, pytorch",,associate,ai specialist
"scala, kubernetes, r, mathematics",,bachelor,machine learning engineer
"aws, deep learning, git, docker, azure",,bachelor,ai research scientist
"python, kubernetes, tableau, deep learning, docker",,bachelor,data scientist
"linux, python, spark, scala, deep learning",,phd,ml ops engineer
"spark, mathematics, deep learning, computer vision, aws",,associate,ai consultant
"data visualization, java, tableau, tensorflow, gcp",,phd,ml ops engineer
"tableau, mathematics, python, tensorflow, deep learning",,phd,robotics engineer
"sql, python, pytorch",,phd,data scientist
"kubernetes, aws, statistics, computer vision",,associate,head of ai
"gcp, aws, hadoop, tableau, statistics",,bachelor,ai architect
"git, linux, spark, mathematics",,master,machine learning researcher
"mlops, sql, python",,associate,ai product manager
"python, tensorflow, r, nlp, deep learning",,master,data scientist
"tableau, spark, gcp",,phd,ml ops engineer
"linux, hadoop, sql",,bachelor,robotics engineer
"python, r, deep learning, nlp, aws",,associate,head of ai
"hadoop, python, kubernetes, computer vision, tensorflow",,master,autonomous systems engineer
"azure, java, nlp, r, deep learning",,phd,robotics engineer
"java, sql, pytorch, deep learning, docker",,bachelor,ai product manager
"git, kubernetes, scala, spark, computer vision",,bachelor,ai software engineer
"spark, data visualization, java, mlops, linux",,master,nlp engineer
"tensorflow, python, tableau, sql",,phd,ai specialist
"python, hadoop, data visualization, scala",,master,machine learning engineer
"linux, tableau, sql, kubernetes",,master,ai consultant
"hadoop, spark, deep learning, python",,associate,robotics engineer
"linux, git, pytorch, hadoop",,bachelor,ai product manager
"tableau, gcp, git",,associate,ai research scientist
"data visualization, pytorch, hadoop",,master,nlp engineer
"scala, azure, spark",,master,autonomous systems engineer
"data visualization, r, sql",,associate,ai product manager
"aws, python, mlops, tensorflow, hadoop",,master,deep learning engineer
"deep learning, kubernetes, gcp",,phd,data engineer
"linux, mathematics, hadoop",,master,nlp engineer
"r, kubernetes, docker",,associate,machine learning researcher
"mlops, nlp, docker, git",,phd,data engineer
"docker, git, hadoop, sql, computer vision",,master,ai specialist
"java, gcp, python",,associate,autonomous systems engineer
"scala, tensorflow, mlops, python",,master,ml ops engineer
"python, computer vision, tensorflow, java, hadoop",,master,deep learning engineer
"nlp, git, azure, r, python",,master,ai consultant
"aws, r, python, git, scala",,phd,data scientist
"tensorflow, sql, aws",,master,computer vision engineer
"scala, spark, docker",,associate,nlp engineer
"r, gcp, python, java, mathematics",,phd,head of ai
"pytorch, data visualization, azure",,phd,ai product manager
"tableau, spark, python, linux",,phd,research scientist
"git, r, deep learning, mathematics, java",,master,ai product manager
"mlops, java, statistics, data visualization",,associate,nlp engineer
"sql, linux, tableau, computer vision",,master,ai consultant
"tensorflow, scala, python, docker, r",,associate,data engineer
"pytorch, sql, kubernetes, r",,master,machine learning engineer
"tensorflow, data visualization, linux",,phd,ml ops engineer
"kubernetes, data visualization, pytorch, gcp",,phd,ml ops engineer
"tableau, nlp, computer vision, r",,master,ai consultant
"python, gcp, computer vision, tensorflow, azure",,associate,ai research scientist
"r, azure, linux, computer vision, java",,associate,ai specialist
"hadoop, linux, java",,phd,principal data scientist
"spark, java, tableau, python, statistics",,bachelor,ai specialist
"scala, python, spark, data visualization",,bachelor,deep learning engineer
"data visualization, python, deep learning",,bachelor,head of ai
"r, deep learning, gcp, computer vision, scala",,bachelor,machine learning engineer
"data visualization, scala, linux, python, hadoop",,bachelor,robotics engineer
"sql, linux, java, git",,phd,data engineer
"sql, java, r",,phd,robotics engineer
"statistics, r, tableau",,phd,autonomous systems engineer
"azure, python, deep learning",,phd,robotics engineer
